Review,Beer_name,MultinomialNB_label
crisp yellow body with fast fading white head. generic grains and light hoppy bitterness. faired well as an intro to the sushi. nyeah ok for a mainstream lager but not something i would bother with on a regular basis i don t think.,Asahi Super Dry,Negative
"light golden color with a wispy foamy white head that ends up looking like a waxy lid. aromas od mild cider vinegar and old wood. dry, yes. good, no. harsh dry floral and herb flavors with only watery insipidness to wisk it to the back of the throat.",Asahi Super Dry,Positive
nothing. oh god nothing. no tastes orther than a skunk with a bitter bitter ass thrice removed.,Asahi Super Dry,Negative
"weird grainy nose. very thin, mass produced, and super dry. my first dry, i think, and i dont know if ill ever have another",Asahi Super Dry,Negative
"only ever had this when eating tepanyaki. nice brew, best had cool, not overtly cold. nice on the palate.",Asahi Super Dry,Negative
"dry beer, i like dit a lot. no aftertaste, just good dry flavor, not too sweet. i could drink this regularly. thumbs up.",Asahi Super Dry,Negative
"it does have a sharp, interesting delivery good hop bitterness? pretty good stuff. funky lagerish nose.",Asahi Super Dry,Negative
"clear, light golden body with a medium white head. aroma is sweet malty grainy. taste is much the same, with hint of bitterness at the end. finish is dry.",Asahi Super Dry,Positive
"smelled skunkyugly yellow color w decent carbonation, no headtasted skunky, metallic yet kindof crisp did not suit me very well went to the old compost bin",Asahi Super Dry,Negative
"good malty pilseneresk aroma, very crisp. pours to a golen colour with a white foamy head. super non dememo taste, super dy yes, but also super taste less. has np real body or flavour yet the dryness in the finish is pleasant.",Asahi Super Dry,Positive
"very light yellow colour, nice white head. a sweet aroma with some bitterness and sweetness.",Asahi Super Dry,Positive
"nice crisp asian beer, nothing to blow your load over, but definitely better than the rest of the crap coming out of there",Asahi Super Dry,Negative
"instead of crisp and refreshing i am getting boring and bland. not bad for washing down sushi, but on its own it is very boring.",Asahi Super Dry,Negative
"as the name suggests, its dry. pretty much zero flavour, some light riceyness, but pretty close to flavourless, boring.",Asahi Super Dry,Negative
"if you knew sushi well, this may be the beer to have with sushi, but i think that water could also be an alternative. dry, yes, flavour .",Asahi Super Dry,Negative
"can. pale gold colour, with a light, fine head. first sipwow bang smacks of dryness its slight shock if your thirsty . it was served so cold the aroma's escaped me and come to think about it, so did the flavour",Asahi Super Dry,Positive
reminds me of what a lite beer brewed by warsteiner would taste like: same grainy flavor with a watery palate. quickly disapating head. there are doubtless much better things to drink with sushi.,Asahi Super Dry,Negative
"light to medium gold color and white head start this one. aroma is very lightnot much to it at all. the flavor also lacks any real definition. not crisp, not much of anything. not a very good beer.",Asahi Super Dry,Negative
"this is a great beer with sushi. it is aroma is not that great, kinda like budwiser. the taste is much better. it does not have a strong aftertaste at all. overall pretty damn good beer.",Asahi Super Dry,Positive
asahi super dry is a great beer. it is crisp and clear and has a slightly sweet tone to it. definitely a good compliment to japanese food.,Asahi Super Dry,Positive
this is my sushi beer. sapporo and asahi super dry taste great with sushi. i have never actually had outside of that. it is crisp and dry and leaves the flavor to the fish you are eating.,Asahi Super Dry,Negative
this beer pours yellow with a small white head. the taste is a bit dry and it reminds me of a slightly watery bud light or something similar. this is a good beer.,Asahi Super Dry,Negative
"pale gold with a short head, rather faint aroma. the good news is that it does actually taste dry the bad news is that there is not much else to be said about the flavor. i rather like it anyway. this is how it is supposed to be: clean and refreshing, with a nice, slightly hoppy aftertaste.",Asahi Super Dry,Negative
clear and golden with minimal head. aroma of alcohol and some hops. flavour is pretty bitter and plain but is quite dry upon the finish. i still prefer my sushi without this though.,Asahi Super Dry,Positive
clear piss watera mild citrus aromavery few bubbles in the glass. tastes like a nasty domesticso essentially tasteless.,Asahi Super Dry,Negative
clear golden yellow. bubbly with no head. smells like alcohol. taste like a canned domestic beer. not much flavor.,Asahi Super Dry,Negative
a crisp dry lager. and a must drink when feeding on sushi. the says honourable to your tongue. treat your tongue with the utmost respect.,Asahi Super Dry,Positive
"pale gold. very carbonated, mildly bitter. pale malts and floral hops make this refreshing, but almost tasteless.",Asahi Super Dry,Negative
it was really light and did not have much taste to it. there was a little hops flavor to it. an average light beer.,Asahi Super Dry,Negative
"i d past this in the store a thousand times and thought i had rated it, obviously not so i bought a pours a large, frothy, quick dissipating white head and a light gold body. weak hop nose, though slightly more flavour of hops. watery and boring.",Asahi Super Dry,Negative
"hoppy but budweiser esque nose, light golden hue with no head, traces hops but watery, virtually no body whatsoever, unpleasant drainpour aftertaste",Asahi Super Dry,Negative
clean smooth beer that goes quite well with oriental cuisine. light color with very little head to it.,Asahi Super Dry,Positive
"not very characterful at all paradoxically i would like it better if it had just one flaw, some sort of idiosyncracy to distinguish it from other dry lagers.",Asahi Super Dry,Negative
"crisp, clean taste. light to medium body. nice light golden color. great with asian food of course",Asahi Super Dry,Positive
"did not enjoy still, than most asian beers. i had the thai version, which may have made a difference.",Asahi Super Dry,Negative
a little more hops than i expected. clear clean quickly thinning head. washed down the chinese food rather well.,Asahi Super Dry,Negative
"negligible aroma, very light colour. no malt taste but slight bitterness. light flavour yes it is dry like club soda. may go well with spicy food. at least i can chalk up another country.",Asahi Super Dry,Negative
"this beer is kind of yummy. from the glass it looks just like any other beer in its class, nothing special there and then you take a sip and it is almost as all the saliva in your mouth is gone, now that is a dry delivery. as the description say, a very crisp clean taste.",Asahi Super Dry,Negative
"pale yellow, pretty stable head, dry flavor with some acidity. lively but fine carbonation. refreshing.",Asahi Super Dry,Positive
watery. some malt. very clear. strange taste in finish. not so bad,Asahi Super Dry,Negative
"poured a shiny yellow with moderate carbonation and a ghost of a head. slight cornesque aroma. in the mouth there was some grassiness but mostly a smooth rice character somewhat reminiscent of a water sake. while lacking in malt profile or complexity, it did live up to its billing as dry.",Asahi Super Dry,Negative
"asahi maybe the japanese word for watery rice beer? light yellow gold in color, very clear. head is foamy white, sibsides quickly. nose of rice? i don''t know rice wine, rice beer, japanese cuisine likes its rice. i''ll stick to sake.",Asahi Super Dry,Negative
"version. some malt character reminiscent of a german lager. better than kirin and sapporo. international light lager. no off flavors. clean. nice golden pour with a strong white head. light, sparkling and dry.",Asahi Super Dry,Positive
canned. gold color crisp and clear good aroma but not so good i have tought it is,Asahi Super Dry,Positive
ok so i used to like this. laugh it up,Asahi Super Dry,Negative
better than i thought it would be. better than any australian dry beer. good for a hot day. quenches your thirst.,Asahi Super Dry,Negative
a fairly decent beer overall. though it is quite plain. fairly cheap too.,Asahi Super Dry,Negative
decent beer to go with sushi. i would prefer sapporobut that''s me. decent taste with a little to bitter aftertaste for me. decent beer all around though.,Asahi Super Dry,Negative
a must have beer if your eating sushi or sashimi. find the flavour abit hard with out the food.,Asahi Super Dry,Negative
"very dry. i personally think it is more refreshing in the heat, as opposed to a regular pale lager. nothing really special about this beer, other than the new monstrous can, and the fact that it is a little sharper on the finish. i would take this over another standard lager from another huge brewery.",Asahi Super Dry,Negative
"tasted like cheap american beer. so dry, i wasn''t sure i even had a beer by the end. skunky smell, extremly pale, no taste.",Asahi Super Dry,Negative
standard japanese mass produced beer. super watery would have been a better name for the beer.,Asahi Super Dry,Negative
"this was a case of japanese resturant japanese beer . i would probably never try this beer otherwise. wholly unremarkable, but it doesn''t interfer with food. get the sake instead.",Asahi Super Dry,Negative
dry and crisp with a clean flavor. not a whole lot going on here,Asahi Super Dry,Positive
"your standard large breweried lager, totally ordinary. nothing bad, nothing to make it stand out. grainy aroma, metallic malt flavor.",Asahi Super Dry,Negative
definitely not the same beer i had in tokyo. is this stuff made by molson? it has a lingering aftertaste.,Asahi Super Dry,Negative
pale and watery with that certain asian beer flavour that comes from brewing with rice. unexciting to say the least.,Asahi Super Dry,Negative
"bottles had with a fine dinner at a ryokan in kyoto, japan. a foamy white head. a crisp dry flavor that goes down easy.",Asahi Super Dry,Positive
a light yellow beer with only a little head. it has the aroma of brewing cereal on wich it is brewed. the flavor is that of brewing cereal and is flat and metallic it ends of in a slight bitterness.,Asahi Super Dry,Negative
"light yellow, grainy aroma, very dry, no flavor",Asahi Super Dry,Negative
very dry and light beer. not much to talk about. boring,Asahi Super Dry,Negative
"medium gold color, medium head. dry hopped and slightly malty. medium bodied. crisp and clean taste. good hop malt balance. mouthfeel is full. finish is very dry. aftertaste is slightly bitter. crisp, clean and refreshing.",Asahi Super Dry,Positive
"clear pale golden colour, fine head, nice lace, medium hop aroma, full bodied, grainy, sweet and slightly dry modest",Asahi Super Dry,Positive
pours with a small head that sticks around. some cereal ish grainy malt. not very bitter. dry ish i guess.,Asahi Super Dry,Negative
"not the most incredible beer, but pretty good for sake bombs and as a compliment to sushi.",Asahi Super Dry,Positive
"very dry . reasonable aroma, and a finish that does not really stick. not really worth it.",Asahi Super Dry,Negative
"blond lager. very light malt aroma. watery, pretty dry",Asahi Super Dry,Negative
"i did not rate this beer that well, but i do enjoy it now and then. mostly at restaurants when someone else is paying, it is not nearly good enough to justify the premium you pay to get it in bottles.",Asahi Super Dry,Negative
i like to get this when i go to a japanese steakhouse like samurai or benihana. otherwise i do not have much use for it.,Asahi Super Dry,Negative
you can do better for cheaper than this. mine said brewed in canada.,Asahi Super Dry,Negative
"dry, burnt. i have it with sushi somtimes. the big bottles are good and cheap, if you want a buzz with your dinner. not real flavor here. it just cleans the pallete.",Asahi Super Dry,Negative
"one of these was good, one of these was bad. i guess i will average them out. a pretty good flavor, but weak and ummm, urine looking. i am not going to buy anymore of this stuff.",Asahi Super Dry,Negative
a boaring beer that had absolutly no charecter. it was average in every respect although it lost points in aroma because it had a strong skunky odor.,Asahi Super Dry,Negative
nice dry with authority. less harsh than many japanese brews,Asahi Super Dry,Negative
good for drinking with excellent japanese food. less harsh tah other japanese beers.,Asahi Super Dry,Positive
i think this beer serves its purpose and that it is unobtrusive while eating sushi and other delicate food.,Asahi Super Dry,Negative
lets just say i will probably forget about drinking this beer in the morning.,Asahi Super Dry,Negative
brewed in canada. clean crisp highly carbonated.,Asahi Super Dry,Positive
crappy at best.,Asahi Super Dry,Negative
"sweet hoppy nose. pee yellow, could not find a head. little bit hoppy but watery finish. boring!",Asahi Super Dry,Negative
"very pale beer with mild bitterness. overall quality limited by flat appearance, but better than it is currently rated.",Asahi Super Dry,Positive
"again, a beer for people who do not like the taste of beer. good with sushi, but that is about it.",Asahi Super Dry,Negative
"an ok if somewhat bland, dry finishing beer",Asahi Super Dry,Negative
japanese for molson,Asahi Super Dry,Negative
not bad,Asahi Super Dry,Negative
"blah. that is all i can really say. i mean it is not terrible, but blah",Asahi Super Dry,Negative
"not much going on here. completely mild and unremarkable. thick head that disappeared fast, typical lager coloring. really lacking in the taste department though. i am still waiting for that first really good japanese beer.",Asahi Super Dry,Negative
i would drink it,Asahi Super Dry,Negative
"light hoppy aroma was my favourite part. soft start on the tongue turns tart and super dry ! nah, horrid sourish tart middle and no finish. over processed and bland. may be good relief for wasami.",Asahi Super Dry,Positive
was warned not to try this beer but found it surprisingly pleasant,Asahi Super Dry,Negative
my japanese can of asahi was brewed by molson in canada. i enjoyed it though because i am a fan of dry beers.,Asahi Super Dry,Negative
"japan beer imported yes, but not from japan from the czech republic to the uk! such is the beer businessoh, this beer is quite dry and refreshing. otherwise nothing special.",Asahi Super Dry,Negative
"no head whatsoever, which is not a good start in my book. however, the flavor showed some sweetish hops that was interesting. finish was quite dry. at best an ok brew.",Asahi Super Dry,Negative
"good smell of hops also yeast. golden. pleasantly bitter. stays on the tongue in a good way. average, but very nice with sushi.",Asahi Super Dry,Positive
pretty much meets the description. better than typical american lagers,Asahi Super Dry,Negative
"a rather bland offering from asahi. i much prefer their draft and black brews. this one seems overprocessed , the typical curse of japanese beers.",Asahi Super Dry,Negative
"light head, light carbonation and a light taste. this is another japanese beer available domestically as an import that is brewed under supervision by molson breweries, canada.",Asahi Super Dry,Negative
"a very drinkable beer. it is good with a meal when you do not really want to pay attention to the beer. in my opinion, that is all most lighter colored beers are good for. for the style, it is not bad, but it also is not worth the price.",Asahi Super Dry,Negative
a random find at a dodgy club in dunedin. corn is noticable in the aroma. this beer tastes remarkably similar to irish whiskey with its very dry grain flavours. super dry aptly describes this one.,Asahi Super Dry,Negative
a light and crisp beer is the way to describe it. a good thirst quencher when water sounds boring.,Asahi Super Dry,Negative
"i can easily drink a lot of these, but why spend the money when i could just get an american macro. it would probably be a refreshing brew to have in summer, or to have with sushibut any beer is good with sushi.",Asahi Super Dry,Negative
everytime i have had this beer it seems to have an odd taste. i would much rather drink this that the bud or coors in the cooler,Asahi Super Dry,Negative
"golden, carbonated fizzy head, this bland macro beer has the quality of being horrible without quite being repugnant. drinkable, but why bother?",Asahi Super Dry,Negative
remember dry beers? apparently the japanese have not either,Asahi Super Dry,Negative
"very clean and crisp not much of a smell, but it is a very enjoyable alternative to big name american lagers needs more suppliers in the uk please",Asahi Super Dry,Negative
they like budweiser in japani am glad they made some improvementsi live in japan mostly and this is my beer of choice,Asahi Super Dry,Positive
"goes very well with sushi, one of my favorites",Asahi Super Dry,Positive
not as dry as i thought but very smooth and enjoyable. bonzai,Asahi Super Dry,Positive
refreshing and crisp. great with sushi,Asahi Super Dry,Positive
"bitter. not malty at all. slightly alcoholic winey taste. from the country that brought you pokemon, thinking that it was culture now asahi, claiming to be beer.",Asahi Super Dry,Negative
super dry. cleean tasting and good with sushi,Asahi Super Dry,Positive
"mild, but bland overall, not good, not bad. at least it is superior to the mass market brands of many other countries, but not better than a lot of other beers in the world.",Asahi Super Dry,Negative
"i did not really find this to be dry. when something is labeled as dry, i expect it to be like canada dry ginger ale. regardless, the japs must like their beer like americans if this is the beer in japan. two thumbs up!",Asahi Super Dry,Negative
pretty weak watery. japanese beers suck,Asahi Super Dry,Negative
"one of the better of the lagers that i sampled on new years eve. some pleasant straw hay like smells and tastes. some fruity notes, smooth, sugary.",Asahi Super Dry,Positive
"light and clean with an artificial dryness. mild but pronounced lager. goes well with food as it cleans the palate with a dry, lightly hopped aftertaste.",Asahi Super Dry,Positive
"very crisp, clear and overall bland. i drank this one poured from the impressive can and found that the only noticable flavor waswellcan.",Asahi Super Dry,Negative
"mild, crisp, and refreshing. along the lines of an american lager but with little more presence of taste, bitter, and body.",Asahi Super Dry,Positive
great beer with sushi. not really as watery as it is light bodied. get the ounce,Asahi Super Dry,Negative
"light gold with small vanishing head . unpleasant, unclean aroma, slightly citrus like. under developed malt of low quality, low or no hop bitterness. short unpleasant aftertaste.",Asahi Super Dry,Negative
"it was light, but was a solid package. so it give it respect for that. and do not forget that this beer is super. with a label like that i was expecting a with a pile of really cool tasting sand. anyone know what asahi means.",Asahi Super Dry,Negative
"i could drink liters of this stuff in half an hour, but this by itself does not a great beer make. heat it up and pass the wasabi.",Asahi Super Dry,Positive
the budweiser of rice beers,Asahi Super Dry,Negative
certainly dry. and flavourless,Asahi Super Dry,Negative
"dry should equate to a crisp finish. with this brew, it is just another weak and watery excuse for beer.",Asahi Super Dry,Negative
"i rated for everything except for overall impression because this has no taste to speak off. it is just clean tasting water. great with sushi, but not good for much else.",Asahi Super Dry,Negative
"a great beer that is always available at your local japanese restaurant. this is also a great party beer, as most people have not tried it, and is very agreeable to most people.",Asahi Super Dry,Positive
"ah yes, this um, well sucked",Asahi Super Dry,Negative
"crisp, and refreshing, but with not much flavor. perfect with sushi becaese of those reasons. does not overpower the subtle flavor of the fish but cools off the wasabi.",Asahi Super Dry,Positive
"like the description says: crisp, light, refreshing. an above average lager and undoubtedly better than anything the big three have to offer and probably the best thing brewed by molson.",Asahi Super Dry,Negative
"a crisp, dry beer with slightly more character than usual lager",Asahi Super Dry,Positive
"testament to japanese quality control offers little in flavor. clean, crisp, clear, a little hop, no aftertaste. lively carbonation",Asahi Super Dry,Positive
"not a fantastic beer, but quite a thirst quencher. light head, crisp and just slightly hoppy. a good dinner beer, in my opinion.",Asahi Super Dry,Positive
very dry tasting as the beer advertizes. the flavor seems flat and dull with a strange bitterness lingering after a drink.,Asahi Super Dry,Negative
"this is yellow, carbonated water japanese bud brewed in canada for americans. it really galls me that people would rate this flavorless dreck above an unspectacular but decent brew like labatt's blue.",Asahi Super Dry,Negative
"draft at the bangkok airport. golden colour. dull, grainy aroma. fairly dry, slightly appley. harsh fizz on the back of the tongue. bland, but at least clean.",Asahi Super Dry,Negative
not too bad crisp with med body and moderate malt flavor. very easy to drink with no unpleasant flavors.,Asahi Super Dry,Negative
"most drinkable with sushi, clean crisp taste",Asahi Super Dry,Positive
"on draught in jeju. copper colour and low to medium carbonation. no aroma and very little taste. some caramel, syrup and rice. no noticeable hop flavour. very poor.",Red Rock,Positive
"clear amber, medium head and nice lacing. aroma of macro lager malts, flat. tastes medium bitter, strong corn syrup and rice, not much more. struggling with this.",Red Rock,Negative
at hollywood in itaewon next door to reilley s taphouse . it poured more copper than gold but still had lots of hay in the aroma flavor due to the probable use of adjuncts but had some caramel.,Red Rock,Positive
"the best beer in korea. not saying alot, but i always viewed this as the premium beer. drank it on payday only. a reddish lager, slightly malty flavor. like a watered down killians",Red Rock,Negative
the best beer commonly available in the area of korea that i livedand that s sad.,Red Rock,Positive
"the very best beer i tasted in korea! red brown colour. aroma of toasted malts and and hops, which very much appears stronger in the flavour along with some caramel and good bitterness. nice aftertaste indeed.",Red Rock,Positive
"the best korean beer i had while stationed there for a year. good reddish color with decent head. was representative of a killians style beer, but not as good in taste or appearance.",Red Rock,Positive
"dark redish color with a creamy looking head. head did not last, nor did it taste creamy. overwhelming rye flavor what was harsh at the end. one of the best korean macros.",Red Rock,Negative
"dark in color with reddish tint. bitter flavor, knockoff of a killians irish red for koreans. smell was skunky. not very pleasant, unless there was nothing else.",Red Rock,Negative
"non pasteurized and nonflavorful korean beer from ob. i think miller lite has more flavor than this one. big fizzy head, slight red color and flavorless.",Red Rock,Negative
"inky black beer , small head sweet molasses aroma , toasty malt , mocha coffee same on palate : choccy mocha taste , thick syrupy sipping goodness , lactose sweet milkiness : yummy",8 Wired iStout,Positive
draft. black beer with a tan head. chocolate and toffee aroma. chocolate and toffee flavor with coffee and light molasses. fuller bodied. coffee and toffee linger with chocolate and light nuttiness.,8 Wired iStout,Positive
"poured black color with a tan head. aroma of roasted malt, dark chocolate and coffee. taste of dark chocolate, roasted malt and coffee. nice bitterness that lingers into the finish. fairly full body quite smooth with a subtle malt sweetness. very nice sipper.",8 Wired iStout,Positive
"roasted dark chocolate aroma, beautiful black coloring with no head. roast and black licorice flavor. moderate finish, medium density. decent.",8 Wired iStout,Positive
"old rating . pours black with a beige head. aromas tastes of chocolate, coffee burnt malt. medium body. moderate bitter finish. excellent",8 Wired iStout,Positive
"pours black with large foamy beige head. chocolate, cocoa, sweet malts, coffee, faint of roasted malts ans some ash. full body, oily textute and flat carbonation.",8 Wired iStout,Positive
"taken after supper at our third iteration in the afflictio, with mu urzak opening the gala,and joining tongi, yarrin and slash, nice impy, not as opaque as others in the category, but a good sipper.",8 Wired iStout,Positive
"just the right balance of sweetness. easy to go too far with the big stouts. lots of chocolate, coffee, treacle. one to sip all the same.",8 Wired iStout,Positive
"black with thin creamy foam sweet coffee, dark chocolate, sweet malt, sweet black berry jam, caramel, hazelnut full bodied, sweet coffee, thick dark chocolate, brownie, caramel, slight fruit jam. great lingering finish.",8 Wired iStout,Positive
"i do not tend towards beers from the dark side but i tried this and i am so glad i did. it was just delicious, smooth, plenty of body and not too sweet with no burnt flavours. pretty much the perfect excursion into the dark beyond.",8 Wired iStout,Positive
"can big roast malt herbal aroma. jet black colour, good brown head and suds lacing. sweet dark choc roast malt flavour. bitter dark chocolate herbal finish and roast choc aftertaste.",8 Wired iStout,Positive
"thick and chocolatey beer with a pronounced berry character, subtle vanilla and pumpernikel, light ashy finish. excellent.",8 Wired iStout,Positive
"very thick, very rich, very dark chocolatey sweet stout. black as night. oily thick. picked up a can at beertopia in .",8 Wired iStout,Positive
"aroma chocolate, coffee, caramel appearance brown, hazy, brown head palate full body, creamy, average carbonation, long finish overall very good",8 Wired iStout,Positive
from a can. pours black with a thick tan head. aromas of coffee and chocolate. flavors are bittersweet chocolate and bitter roast coffee.,8 Wired iStout,Positive
"very solid beer. firm, tight from the hops, the bordeaux left bank of stouts. dark chocolate in the palate but mostly an unyielding structure. will definitely repay some cellaring.",8 Wired iStout,Positive
"dark brown colour, almost black, small brown head, fair lacing. aroma is dark chocolate, coffee, some cherry. slightly boozy. medium bitterness. decent.",8 Wired iStout,Positive
"from beer hawk, bb wiped off, should be within the date anyway. black, unreal mass of fast sinking floaters , beige head. nose marzipan, prunes, hint of smoke. taste bittersweet, prunes, roasts, ash.",8 Wired iStout,Positive
"big aroma of licorice, chocolate, some coffee, and alcohol. taste is lots of bitter coffee and oats. good roast character and milky mouthfeel. lacks complexity of the best impy stouts, but nice at the elements it does capture.",8 Wired iStout,Positive
"appearance: tarry black, beer is completely opaque. slight, fine bubble foam. aroma: very coffee, pleasant, next chocolate, roasted malts. a lot of chocolate flavor, slightly sweet at first, slightly roasted, then broken with medium coffee and hops",8 Wired iStout,Positive
"from mikkeller beer mail. pitch black with a huge head. aroma is chocolate, roasted coffee, sweet caramel malts fruity hoppiness. taste is balanced between strong coffee, chocolate, bitter hops, fruitiness, malty sweetness. soft carbonation and a creamy mouthfeel. very nice!",8 Wired iStout,Positive
"huge coffee and chocolate, big taste, big alcohol kick, long aftertaste, bitter finish. very drinkable, perfectly balanced",8 Wired iStout,Positive
"jet black color with thick tanned head. aroma has chocolate, vanilla, dark malt and coffee. taste is malty sweet with long sweet and bitter aftertaste. flavors of vanilla, coffee, dark malt, dark chocolate and milky notes. excellent mouth feeling.",8 Wired iStout,Positive
"pours with a black body and a sparse brown head. aroma of licorice, tar and dark brown bread crust. balanced, minerally body. moderate carbonation.",8 Wired iStout,Positive
"super dark chocolate in colour, no translucency at all. slightly sticky but very velvety. a little coffee, a little wine and a hint of smoke. extremely deceptive for a abv. it is so smooth!",8 Wired iStout,Positive
"black chocolate colour, less head, taste coffee, didn t feel strong as other stouts, well balanced.",8 Wired iStout,Positive
easy now big chocolate. there is no i in beer but there s an i in winner. blown away. smooth coffee and dates. gets the juices flowing. will buy again.,8 Wired iStout,Positive
interesting imperial stout. has a lot of bitter to itlike heavy liquorice or anise. pretty complex with some slight tartness. dark black appearance. aroma of chocolate and black liquorice. not really diggin the anise on steroids otherwise this rating would be slightly higher.,8 Wired iStout,Positive
"pours a thick deep chocolate colour with a thick burnt caramel coloured head. aroma of roasted barley, coffee, chocolate. to be honest i was expecting a little more from the taste. still an excellent stout with a great balance of flavour",8 Wired iStout,Positive
"aroma: coffee cocoa appearance: pitch black, tan head, sheet lacing flavour: biscuit, coffee, molasses and sweet malt giving way to cocoa, all balanced by hop bitterness palate: finishes balanced bitter acidic coffee chocolate",8 Wired iStout,Positive
"aroma of coffee, chocolate, caramel, nuts and hints of dried fruits, vanilla and soy sauce. black with a brown head. medium to heavy sweet and medium bitter. full body with average carbonation. dry and bitter finish. overall a nice imperial stout with a plesant, warming finish.",8 Wired iStout,Positive
"at tom's place, pours opaque black with a beige head, aroma of chocolate, caramel, coffee, flavor of chocolate, soy, coffee, dark fruits, medium to full bodied",8 Wired iStout,Positive
"pours black. weak aroma of roasted coffee, flavor is very bold with a strong roasted coffee overtone and hints of burnt wood, caramel and chocolate. quite good.",8 Wired iStout,Positive
aroma starts hoppy then roasted coffee and chocolate. similar taste with brisk bitterness and dry finish. a rather refreshing but really delicious imperial stout. love it!,8 Wired iStout,Positive
"pours a dark brow black thin tan head aroma is dry roast chocolate bit of sour taste bitter dark chocolate,dark coffee,dry bitter,long dry biter finish nice",8 Wired iStout,Positive
draught aslan depot. dark brown with a medium head. dark bitter chocolate with a sharp mineral and earth character.,8 Wired iStout,Positive
"at mikkeller seoul. opaque colour, small beige head. aroma has roasted malts, coffee and ryebread. medium to full bodied. roasted, coffee, cocoa, ryebread. hides abv very well. balanced and tasty.",8 Wired iStout,Positive
"wired brewing istout imperial stout dark cocoa chocolate, dark roast coffee, burnt toast, nutty, and other brooding flavours. viscous texture with sweet malts in the middle of the mouth and finishing off with balanced bitterness. tan head with pitch black liquid",8 Wired iStout,Positive
"pitch black color with light brown head. very hoppy citrusy nose with dark fruit and tons of dark chocolate in the nose. big roasted malt, dark chocolate mouth, lots of fruit. very intense and good stuff. the dark chocolate and roasted malt finish. solid and balanced",8 Wired iStout,Positive
lots of coffee notes and a hint of chocolate. a great night cap. my first stout and very new to beer rating but i enjoyed this very much in a snifter after putting the in the fridge for about a half hour.,8 Wired iStout,Positive
"black with a brown head. strong aroma of coffee, vanilla, roasted malts, dark chocolate. bitter, dry, lots of coffee, excellent soft, yet voluminous palate. hides it is alcohol extremely well. a master piece of a coffee stout.",8 Wired iStout,Positive
black pour decent head. strong roasted malt aroma. full bodied palate malty and alcoholic. nice one.,8 Wired iStout,Positive
"black pour. aromasweet raisin and plumbvanilla, coffee, malt. thought i smelled bourbon, but mght just be alcohol. taste follows nose.",8 Wired iStout,Positive
"dark brown, clear, excellent head. aroma: coffee, malt, cereal, vanilla, toast, caramel, bread. full to medium body, high to medium sweetness, medium bitterness. taste: coffee, cocoa, fruits , quite bitter, roasty finish. great balance, very rich, alcohol well hidden.",8 Wired iStout,Positive
"chocolate, coffee, roasted malts, herbs in nose. pours black with tan head. taste is sweet with chocolate, coffee, caramel, roasty notes. medium bitter finish, soft carbonation and full body. overall very good classic impy.",8 Wired iStout,Positive
"nice looks. chocolate, cocoa, vanilla, raosty, hint of fruits, some hops. very oily and thick. supprisingly good stout.",8 Wired iStout,Positive
a new zealand beer so good australia should claim it. they can have russell crowe back if necessary.,8 Wired iStout,Positive
"aroma: bit fruity, coffee, citrus fruits. appearance: black color, medium sized head. taste: semi sweet, flavour of coffee, chocolate, toasted malt, fruity fiinsh. palate: medium body, low carbonation. overall: very nice hoppy stout.",8 Wired iStout,Positive
"from k l in redwood city, ca. aroma is licorice, dark chocolate, coffee, leathered dark fruits. taste is tangy dark chocolate, licorice, mild charcoal with a bitter bark and ashy finish. beefy stuff.",8 Wired iStout,Positive
"refrigerated . brown poured into a glass. black with medium beige head. aroma is dark chocolate, medium body, low carbonation, and little lacing. taste is dark dry chocolate, coffee, and some herbal hops.",8 Wired iStout,Positive
"aroma: nice hazelnut, roasted malts, some ground coffee and a bit of alcohol spice. taste is nice as well, following the nice aroma with alcohol spiciness, heavy roasted malts and earthy bitterness. stale coffee, dark chocolate. not too sweet. nice and round, feels balanced. very good.",8 Wired iStout,Positive
"from the grumpy goat, reading. black colour with tan head. big dark roasted malts, liquorice, dark fruits, vinous, bitter dark chocolate, light red wine, espresso, burnt coffee beans. nice one, body is a bit too thin for the style though.",8 Wired iStout,Positive
"tarry chocolate and coffee. molasses, bitter cherry and dried fruit. a hint of vanilla and liquorice. well rounded, not bad but more straightforward than the top imperial stouts",8 Wired iStout,Positive
"pours black and thick with creamy head. aroma is chocolate with a hint of vanilla and roast. taste is bitter chocolate, moving to add sweetness. finishes smooth and with a vanilla flavor. a solid imperial stout that holds it own with any competitor.",8 Wired iStout,Positive
"pours completely black with a dark tan, caramel head. aroma is light spice, cinnamon, alcohol, vanilla. taste is sweet upfront, vanilla, leading to notes of chocolate, dark roast, finishing with a nice bitterness in the end that lingers for a little. medium carbonation, full bodied. very nice.",8 Wired iStout,Positive
"keg at rake, borough. low key creamy choc. initially sweet before more bitter coffee and berries comethick. creamy. flat carb. slightly astringent. good!",8 Wired iStout,Positive
almost perfect black and creamy liquid with nice aroma and taste. worth to import from so far!,8 Wired iStout,Positive
from in porter glass. pours black with thin tan head and mocha choc aroma. rich and quite tasty with chocolate malt again at the fore. smoother finish than many other i stouts,8 Wired iStout,Positive
"beautifully balanced, straight ahead imperial stout. huge but not at all bittter.",8 Wired iStout,Positive
"no desire to write a review. this app now requires it. it did not used to. i use this app for my benefit, not yours.",8 Wired iStout,Negative
